John G. Richardson , PERSON , 2009_ocr_10.2307_40267998.txt.out
Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
19 , DATE , 2009_ocr_10.2307_40267998.txt.out
22 , DATE , 2009_ocr_10.2307_40267998.txt.out
15000 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
20 , DATE , 2009_ocr_10.2307_40267998.txt.out
10 , DATE , 2009_ocr_10.2307_40267998.txt.out
29 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Lowell , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
21 , DATE , 2009_ocr_10.2307_40267998.txt.out
30 , DATE , 2009_ocr_10.2307_40267998.txt.out
Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Seattle , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
Verona , LOCATION , 2009_ocr_10.2307_40267998.txt.out
22 , DATE , 2009_ocr_10.2307_40267998.txt.out
1 , DATE , 2009_ocr_10.2307_40267998.txt.out
Beverly Park , LOCATION , 2009_ocr_10.2307_40267998.txt.out
23 , DATE , 2009_ocr_10.2307_40267998.txt.out
1 , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , PERSON , 2009_ocr_10.2307_40267998.txt.out
1916 , DATE , 2009_ocr_10.2307_40267998.txt.out
1 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
24 , DATE , 2009_ocr_10.2307_40267998.txt.out
2 , DATE , 2009_ocr_10.2307_40267998.txt.out
25 , DATE , 2009_ocr_10.2307_40267998.txt.out
2 , DATE , 2009_ocr_10.2307_40267998.txt.out
Seattle , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
Verona , LOCATION , 2009_ocr_10.2307_40267998.txt.out
26 , DATE , 2009_ocr_10.2307_40267998.txt.out
4 , DATE , 2009_ocr_10.2307_40267998.txt.out
Donald McRae , PERSON , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
27 , DATE , 2009_ocr_10.2307_40267998.txt.out
5 , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett , LOCATION , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Griffin , PERSON , 2009_ocr_10.2307_40267998.txt.out
Danto , PERSON , 2009_ocr_10.2307_40267998.txt.out
1985 , DATE , 2009_ocr_10.2307_40267998.txt.out
1990 , DATE , 2009_ocr_10.2307_40267998.txt.out
31-38 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Everett , LOCATION , 2009_ocr_10.2307_40267998.txt.out
November , DATE , 2009_ocr_10.2307_40267998.txt.out
 , DATE , 2009_ocr_10.2307_40267998.txt.out
Walker C. Smith , PERSON , 2009_ocr_10.2307_40267998.txt.out
Smith , PERSON , 2009_ocr_10.2307_40267998.txt.out
Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
two years , DURATION , 2009_ocr_10.2307_40267998.txt.out
Smith , PERSON , 2009_ocr_10.2307_40267998.txt.out
1918 , DATE , 2009_ocr_10.2307_40267998.txt.out
Smith , PERSON , 2009_ocr_10.2307_40267998.txt.out
three , NUMBER , 2009_ocr_10.2307_40267998.txt.out
196 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Science History , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , PERSON , 2009_ocr_10.2307_40267998.txt.out
1916 , DATE , 2009_ocr_10.2307_40267998.txt.out
first , ORDINAL , 2009_ocr_10.2307_40267998.txt.out
Robert Edward Hull , PERSON , 2009_ocr_10.2307_40267998.txt.out
1938 , DATE , 2009_ocr_10.2307_40267998.txt.out
May , DATE , 2009_ocr_10.2307_40267998.txt.out
Tracy , PERSON , 2009_ocr_10.2307_40267998.txt.out
November , DATE , 2009_ocr_10.2307_40267998.txt.out
second , ORDINAL , 2009_ocr_10.2307_40267998.txt.out
Philip Foner , PERSON , 2009_ocr_10.2307_40267998.txt.out
1965 , DATE , 2009_ocr_10.2307_40267998.txt.out
two , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Clark , PERSON , 2009_ocr_10.2307_40267998.txt.out
1970 , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
Iron Law , MISC , 2009_ocr_10.2307_40267998.txt.out
Clark , PERSON , 2009_ocr_10.2307_40267998.txt.out
November , DATE , 2009_ocr_10.2307_40267998.txt.out
 , DATE , 2009_ocr_10.2307_40267998.txt.out
Hull , PERSON , 2009_ocr_10.2307_40267998.txt.out
21 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Foner , PERSON , 2009_ocr_10.2307_40267998.txt.out
27 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Clark , PERSON , 2009_ocr_10.2307_40267998.txt.out
30 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Smith , PERSON , 2009_ocr_10.2307_40267998.txt.out
27 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
27 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
1 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
three , NUMBER , 2009_ocr_10.2307_40267998.txt.out
ESA , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Levi Remick , PERSON , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
Jamison , PERSON , 2009_ocr_10.2307_40267998.txt.out
10 days , DURATION , 2009_ocr_10.2307_40267998.txt.out
ESA , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
James Thompson , PERSON , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
Jamison , PERSON , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Jamison , PERSON , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
1 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Griffin , PERSON , 2009_ocr_10.2307_40267998.txt.out
1998 , DATE , 2009_ocr_10.2307_40267998.txt.out
160 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
two , NUMBER , 2009_ocr_10.2307_40267998.txt.out
11 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
5 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
1 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
198 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Science History Wan , MISC , 2009_ocr_10.2307_40267998.txt.out
two , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Swl , MISC , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
September , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Four , NUMBER , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Ope , MISC , 2009_ocr_10.2307_40267998.txt.out
Thompson , PERSON , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
three , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
1982 , DATE , 2009_ocr_10.2307_40267998.txt.out
2002 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Everett , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Thompson , PERSON , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
September , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
1916 , DATE , 2009_ocr_10.2307_40267998.txt.out
2 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Swl CIS , MISC , 2009_ocr_10.2307_40267998.txt.out
LML , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
CIV , LOCATION , 2009_ocr_10.2307_40267998.txt.out
MRA , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
LMR , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Everett , LOCATION , 2009_ocr_10.2307_40267998.txt.out
27 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
27 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
11 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
November , DATE , 2009_ocr_10.2307_40267998.txt.out
2 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
11 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
2 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
two , NUMBER , 2009_ocr_10.2307_40267998.txt.out
first , ORDINAL , 2009_ocr_10.2307_40267998.txt.out
Thompson , PERSON , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
200 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
2 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
six weeks , DURATION , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
September , DATE , 2009_ocr_10.2307_40267998.txt.out
second , ORDINAL , 2009_ocr_10.2307_40267998.txt.out
November , DATE , 2009_ocr_10.2307_40267998.txt.out
four days , DURATION , 2009_ocr_10.2307_40267998.txt.out
ESA , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
first , ORDINAL , 2009_ocr_10.2307_40267998.txt.out
second , ORDINAL , 2009_ocr_10.2307_40267998.txt.out
five , NUMBER , 2009_ocr_10.2307_40267998.txt.out
2 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
two , NUMBER , 2009_ocr_10.2307_40267998.txt.out
three , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Thompson , PERSON , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
September , DATE , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Griffin , PERSON , 2009_ocr_10.2307_40267998.txt.out
Korstad , PERSON , 2009_ocr_10.2307_40267998.txt.out
1998 , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , PERSON , 2009_ocr_10.2307_40267998.txt.out
1916 , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
2 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , PERSON , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
November , DATE , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
September , DATE , 2009_ocr_10.2307_40267998.txt.out
November , DATE , 2009_ocr_10.2307_40267998.txt.out
Alexis de Tocqueville , PERSON , 2009_ocr_10.2307_40267998.txt.out
1955 , DATE , 2009_ocr_10.2307_40267998.txt.out
1 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
French Revolution , MISC , 2009_ocr_10.2307_40267998.txt.out
November , DATE , 2009_ocr_10.2307_40267998.txt.out
September , DATE , 2009_ocr_10.2307_40267998.txt.out
Michael Biggs , PERSON , 2009_ocr_10.2307_40267998.txt.out
2002 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
612 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
1979 , DATE , 2009_ocr_10.2307_40267998.txt.out
1993 , DATE , 2009_ocr_10.2307_40267998.txt.out
1995 , DATE , 2009_ocr_10.2307_40267998.txt.out
202 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
1996 , DATE , 2009_ocr_10.2307_40267998.txt.out
111 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
third , ORDINAL , 2009_ocr_10.2307_40267998.txt.out
one , NUMBER , 2009_ocr_10.2307_40267998.txt.out
1993 , DATE , 2009_ocr_10.2307_40267998.txt.out
97 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Pinkerton , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Carnegie Steel Company , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
1894 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
1982 , DATE , 2009_ocr_10.2307_40267998.txt.out
102-3 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
1968 , DATE , 2009_ocr_10.2307_40267998.txt.out
1977 , DATE , 2009_ocr_10.2307_40267998.txt.out
Isaac , PERSON , 2009_ocr_10.2307_40267998.txt.out
Everett , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
200 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
3 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
10 , PERCENT , 2009_ocr_10.2307_40267998.txt.out
85 , PERCENT , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , PERSON , 2009_ocr_10.2307_40267998.txt.out
1916 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
3 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
of Commercial Club , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
TV , PERCENT , 2009_ocr_10.2307_40267998.txt.out
N , PERCENT , 2009_ocr_10.2307_40267998.txt.out
64 35.7 2 3.0 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
40 22.3 3 4.6 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
22 12.2 1 1.5 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
19 10.1 55 85.0 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
16 8.9 1 1.5 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
12 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
6 3.3 3 4.6 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
179 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Polk City , LOCATION , 2009_ocr_10.2307_40267998.txt.out
1916 , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett , LOCATION , 2009_ocr_10.2307_40267998.txt.out
third , ORDINAL , 2009_ocr_10.2307_40267998.txt.out
Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
1993 , DATE , 2009_ocr_10.2307_40267998.txt.out
44 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
46 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
204 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Girard , PERSON , 2009_ocr_10.2307_40267998.txt.out
1979 , DATE , 2009_ocr_10.2307_40267998.txt.out
78 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
79 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
one , NUMBER , 2009_ocr_10.2307_40267998.txt.out
2004 , DATE , 2009_ocr_10.2307_40267998.txt.out
Cerulo , PERSON , 2009_ocr_10.2307_40267998.txt.out
Lakoff , PERSON , 2009_ocr_10.2307_40267998.txt.out
Johnson , PERSON , 2009_ocr_10.2307_40267998.txt.out
Steinberg , PERSON , 2009_ocr_10.2307_40267998.txt.out
2003 , DATE , 2009_ocr_10.2307_40267998.txt.out
Two , NUMBER , 2009_ocr_10.2307_40267998.txt.out
one , NUMBER , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
.4 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Kenneth Burke , PERSON , 2009_ocr_10.2307_40267998.txt.out
1969 , DATE , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
15 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
1989 , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , PERSON , 2009_ocr_10.2307_40267998.txt.out
1916 , DATE , 2009_ocr_10.2307_40267998.txt.out
4 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Metaphor Everett Tribune , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
20 , DATE , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
September , DATE , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
Bel , LOCATION , 2009_ocr_10.2307_40267998.txt.out
September , DATE , 2009_ocr_10.2307_40267998.txt.out
4 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Everett Tribune , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Northwest Worker , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
One , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Jamison , PERSON , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
September , DATE , 2009_ocr_10.2307_40267998.txt.out
Jamison , PERSON , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
August , DATE , 2009_ocr_10.2307_40267998.txt.out
Jamison , PERSON , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
NW , PERSON , 2009_ocr_10.2307_40267998.txt.out
Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
206 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Science History and Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Burke , PERSON , 2009_ocr_10.2307_40267998.txt.out
38-41 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Anderson , PERSON , 2009_ocr_10.2307_40267998.txt.out
2001 , DATE , 2009_ocr_10.2307_40267998.txt.out
Gilligan , PERSON , 2009_ocr_10.2307_40267998.txt.out
Roger V. Gould , PERSON , 2009_ocr_10.2307_40267998.txt.out
2003 , DATE , 2009_ocr_10.2307_40267998.txt.out
One , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
East Coast , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , PERSON , 2009_ocr_10.2307_40267998.txt.out
1916 , DATE , 2009_ocr_10.2307_40267998.txt.out
Hill , PERSON , 2009_ocr_10.2307_40267998.txt.out
John T. McChesney , PERSON , 2009_ocr_10.2307_40267998.txt.out
Clough , PERSON , 2009_ocr_10.2307_40267998.txt.out
Hartley , PERSON , 2009_ocr_10.2307_40267998.txt.out
Hewitt , PERSON , 2009_ocr_10.2307_40267998.txt.out
Neil Jamison , PERSON , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
Clark , PERSON , 2009_ocr_10.2307_40267998.txt.out
66 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Elks , MISC , 2009_ocr_10.2307_40267998.txt.out
1916 , DATE , 2009_ocr_10.2307_40267998.txt.out
.6 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
1916 , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Washington , LOCATION , 2009_ocr_10.2307_40267998.txt.out
November , DATE , 2009_ocr_10.2307_40267998.txt.out
 , DATE , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
Ludlow , PERSON , 2009_ocr_10.2307_40267998.txt.out
nineteenth , ORDINAL , 2009_ocr_10.2307_40267998.txt.out
1931 , DATE , 2009_ocr_10.2307_40267998.txt.out
David , PERSON , 2009_ocr_10.2307_40267998.txt.out
1959 , DATE , 2009_ocr_10.2307_40267998.txt.out
Burbank , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
208 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
November , DATE , 2009_ocr_10.2307_40267998.txt.out
Wobblies , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Everett , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Everett , PERSON , 2009_ocr_10.2307_40267998.txt.out
Everett , LOCATION , 2009_ocr_10.2307_40267998.txt.out
1 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Washington , LOCATION , 2009_ocr_10.2307_40267998.txt.out
DC , LOCATION , 2009_ocr_10.2307_40267998.txt.out
Congress , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Populist Party , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
McMurry , PERSON , 2009_ocr_10.2307_40267998.txt.out
1929 , DATE , 2009_ocr_10.2307_40267998.txt.out
281 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
1969 , DATE , 2009_ocr_10.2307_40267998.txt.out
1894 , DATE , 2009_ocr_10.2307_40267998.txt.out
1894 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
IWW , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Everett Massacre , PERSON , 2009_ocr_10.2307_40267998.txt.out
1916 , DATE , 2009_ocr_10.2307_40267998.txt.out
1924 , DATE , 2009_ocr_10.2307_40267998.txt.out
255 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
1890s , DATE , 2009_ocr_10.2307_40267998.txt.out
first , ORDINAL , 2009_ocr_10.2307_40267998.txt.out
Pinkerton , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
2 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
ESA , ORGANIZATION , 2009_ocr_10.2307_40267998.txt.out
Griffin , PERSON , 2009_ocr_10.2307_40267998.txt.out
1101-2 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
one , NUMBER , 2009_ocr_10.2307_40267998.txt.out
first , ORDINAL , 2009_ocr_10.2307_40267998.txt.out
one , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Griffin , PERSON , 2009_ocr_10.2307_40267998.txt.out
Korstad , LOCATION , 2009_ocr_10.2307_40267998.txt.out
1998 , DATE , 2009_ocr_10.2307_40267998.txt.out
146 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
3 , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Smith , PERSON , 2009_ocr_10.2307_40267998.txt.out
Foner , PERSON , 2009_ocr_10.2307_40267998.txt.out
Clark , PERSON , 2009_ocr_10.2307_40267998.txt.out
seven , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Smith , PERSON , 2009_ocr_10.2307_40267998.txt.out
Foner , PERSON , 2009_ocr_10.2307_40267998.txt.out
six , NUMBER , 2009_ocr_10.2307_40267998.txt.out
Clark , PERSON , 2009_ocr_10.2307_40267998.txt.out
Hull , PERSON , 2009_ocr_10.2307_40267998.txt.out
Hull , PERSON , 2009_ocr_10.2307_40267998.txt.out
Smith , PERSON , 2009_ocr_10.2307_40267998.txt.out
Clark , PERSON , 2009_ocr_10.2307_40267998.txt.out
1970 , DATE , 2009_ocr_10.2307_40267998.txt.out
